Loss,Accuracy
0.5113576723336458,75.1904958522578
0.4020101544933588,81.44776847715927
0.36674082865055296,83.78626928418603
0.34413657891077726,84.981794977666
0.327985738072039,85.82823467587554
0.31222996985515195,86.78915956608236
0.29578561784357443,87.51360684658984
0.2932065459010767,87.58680229721107
0.27524083639447,88.42948838256822
0.2593522876811897,89.15393566307571
0.249041514853541,89.6118764310649
0.23947013872547024,90.16178071393716
0.2324815753596921,90.37761345294847
0.22397831110294913,90.74734431890695
0.21276965885985494,91.3103862467625
0.20246976496381205,91.6669794677377
0.1903828971427815,92.26005029841222
0.1862432215220797,92.38579632896663
0.1764257205348341,92.8343530648249
0.1703229822282146,93.20220712435719
